Name,Draft Year,Role,League,Pre-NBA,Team Color,Actual Pick,NBA Team,ABV,Age,Height (in),Height,Wingspan (in),Wingspan,Wing - Height,Weight (lbs)
AJ Griffin,2022,Wing,ACC,Duke,#003087,16,Atlanta Hawks,ATL,18.82,77.5,"6'5.5""",83.5,"6'11.5""",6,222
Tari Eason,2022,Wing,SEC,LSU,#461D7C,17,Houston Rockets,HOU,21.11,78.75,"6'6.75""",86,"7'2""",7.25,217
Dalen Terry,2022,Wing,PAC 12,Arizona,#CC0033,18,Chicago Bulls,CHI,19.94,78,"6'6""",84.75,"7'0.75""",6.75,195
Jake LaRavia,2022,Wing,ACC,Wake Forest,#9E7E38,19,Memphis Grizzlies,MEM,20.62,78.75,"6'6.75""",81.5,"6'9.5""",2.75,227
Malaki Branham,2022,Wing,Big 10,Ohio State,#BB0000,20,San Antonio Spurs,SAS,19.1,76,"6'4""",82,"6'10""",6,195
Christian Braun,2022,Wing,Big 12,Kansas,#0051BA,21,Denver Nuggets,DEN,21.17,77.5,"6'5.5""",79,"6'7""",1.5,209
Walker Kessler,2022,Big,SEC,Auburn,#E87722,22,Minnesota Timberwolves,MIN,20.9,84.25,"7'0.25""",88.25,"7'4.25""",4,256
David Roddy,2022,Wing,Mountain West,Colorado State,#1E4D2B,23,Memphis Grizzlies,MEM,21.23,76.5,"6'4.5""",83.5,"6'11.5""",7,261
MarJon Beauchamp,2022,Wing,G League,G League Ignite,#8C2A93,24,Milwaukee Bucks,MIL,20.68,77.25,"6'5.25""",84.75,"7'0.75""",7.5,197
Blake Wesley,2022,Guard,ACC,Notre Dame,#AE9142,25,San Antonio Spurs,SAS,19.26,75,"6'3""",81.25,"6'9.25""",6.25,187
Wendell Moore Jr.,2022,Wing,ACC,Duke,#003087,26,Minnesota Timberwolves,MIN,20.75,77.5,"6'5.5""",84.5,"7'0.5""",7,217
Nikola Jovic,2022,Wing,Adriatic ABA,KK Mega Basket,#CB2F6D,27,Miami Heat,MIA,19.03,81.5,"6'9.5""",84.25,"7'0.25""",2.75,223
Patrick Baldwin Jr.,2022,Wing,Horizon,Milwaukee,#FFBD00,28,Golden State Warriors,GSW,19.58,81.25,"6'9.25""",85.75,"7'1.75""",4.5,231
TyTy Washington Jr.,2022,Guard,SEC,Kentucky,#0033A0,29,Houston Rockets,HOU,20.59,74.25,"6'2.25""",80,"6'8""",5.75,196
Peyton Watson,2022,Wing,PAC 12,UCLA,#2D68C4,30,Denver Nuggets,DEN,19.77,78.75,"6'6.75""",84.5,"7'0.5""",5.75,203
Andrew Nembhard,2022,Guard,WCC,Gonzaga,#C8102E,31,Indiana Pacers,IND,22.42,75,"6'3""",77.75,"6'5.75""",2.75,196
Caleb Houstan,2022,Wing,Big 10,Michigan,#FFCB05,32,Orlando Magic,ORL,19.44,79.5,"6'7.5""",83,"6'11""",3.5,205
Christian Koloko,2022,Big,PAC 12,Arizona,#CC0033,33,Toronto Raptors,TOR,22,82.75,"6'10.75""",89.25,"7'5.25""",6.5,221
Jaylin Williams,2022,Big,SEC,Arkansas,#9D2235,34,Oklahoma City Thunder,OKC,19.97,80.75,"6'8.75""",85,"7'1""",4.25,237
Max Christie,2022,Wing,Big 10,Michigan State,#18453B,35,Los Angeles Lakers,LAL,19.35,76.25,"6'4.25""",80.75,"6'8.75""",4.5,189
Gabriele Procida,2022,Wing,Italian Serie A,Fortitudo Bologna,#193F80,36,Detroit Pistons,DET,20.05,77.75,"6'5.75""",80,"6'8""",2.25,193
Jaden Hardy,2022,Guard,G League,G League Ignite,#8C2A93,37,Dallas Mavericks,DAL,19.96,75.5,"6'3.5""",81,"6'9""",5.5,190
Kennedy Chandler,2022,Guard,SEC,Tennessee,#FF8200,38,Memphis Grizzlies,MEM,19.76,71.5,"5'11.5""",77.25,"6'5.25""",5.75,172
Khalifa Diop,2022,Big,Spanish ACB,CB Gran Canaria,#F5BC44,39,Cleveland Cavaliers,CLE,20.42,83,"6'11""",86,"7'2""",3,230
Bryce McGowens,2022,Guard,Big 10,Nebraska,#E41C38,40,Charlotte Hornets,CHA,19.61,77.25,"6'5.25""",80.75,"6'8.75""",3.5,181
E.J. Liddell,2022,Wing,Big 10,Ohio State,#BB0000,41,New Orleans Pelicans,NOP,21.5,77.5,"6'5.5""",83.75,"6'11.75""",6.25,243
Trevor Keels,2022,Guard,ACC,Duke,#003087,42,New York Knicks,NYK,18.81,75.25,"6'3.25""",79.25,"6'7.25""",4,224
Moussa Diabate,2022,Big,Big 10,Michigan,#FFCB05,43,Los Angeles Clippers,LAC,20.41,81.25,"6'9.25""",86.5,"7'2.5""",5.25,217
Ryan Rollins,2022,Guard,MAC,Toledo,#FFDA00,44,Golden State Warriors,GSW,19.96,74,"6'2""",81.75,"6'9.75""",7.75,179
Josh Minott,2022,Wing,American,Memphis,#003087,45,Minnesota Timberwolves,MIN,20.46,79.5,"6'7.5""",83.75,"6'11.75""",4.25,205
Ismael Kamagate,2022,Big,French LNB Élite,Paris Basketball,#1D49F5,46,Denver Nuggets,DEN,21.42,83,"6'11""",87,"7'3""",4,230
Vince Williams Jr.,2022,Wing,A-10,VCU,#FFB300,47,Memphis Grizzlies,MEM,21.8,76,"6'4""",83,"6'11""",7,205
Kendall Brown,2022,Wing,Big 12,Baylor,#154734,48,Indiana Pacers,IND,19.11,78.25,"6'6.25""",83,"6'11""",4.75,201
Isaiah Mobley,2022,Big,PAC 12,USC,#990000,49,Cleveland Cavaliers,CLE,22.73,80,"6'8""",87,"7'3""",7,238
Matteo Spagnolo,2022,Guard,Italian Serie A,Vanoli Cremona,#54AFE7,50,Minnesota Timberwolves,MIN,19.44,76,"6'4""",80,"6'8""",4,196
Tyrese Martin,2022,Wing,Big East,UConn,#E4002B,51,Atlanta Hawks,ATL,23.28,77.5,"6'5.5""",80,"6'8""",2.5,216
Karlo Matkovic,2022,Big,Adriatic ABA,KK Mega Basket,#CB2F6D,52,New Orleans Pelicans,NOP,21.22,81,"6'9""",86,"7'2""",5,231
JD Davison,2022,Guard,SEC,Alabama,#9E1B32,53,Boston Celtics,BOS,19.71,72.5,"6'0.5""",78.5,"6'6.5""",6,192
Yannick Nzosa,2022,Big,Spanish ACB,Baloncesto Málaga,#285428,54,Washington Wizards,WAS,18.59,82,"6'10""",89,"7'5""",7,215
Gui Santos,2022,Wing,Brazilian NBB,Minas,#1A4272,55,Golden State Warriors,GSW,19.99,79,"6'7""",83,"6'11""",4,210
Luke Travers,2022,Guard,Aus. NBL,Perth,#ED1D24,56,Cleveland Cavaliers,CLE,20.79,78.5,"6'6.5""",82,"6'10""",3.5,199
Jabari Walker,2022,Wing,PAC 12,Colorado,#CFB87C,57,Portland Trail Blazers,POR,19.89,78.75,"6'6.75""",82.75,"6'10.75""",4,214
Hugo Besson,2022,Guard,Aus. NBL,New Zealand,#DA73A4,58,Milwaukee Bucks,MIL,21.15,76.5,"6'4.5""",77.5,"6'5.5""",1,180
Scotty Pippen Jr.,2022,Guard,SEC,Vanderbilt,#866D4B,UDFA,Los Angeles Lakers,LAL,21.62,72,"6'0""",77.75,"6'5.75""",5.75,180
Dominick Barlow,2022,Wing,Overtime Elite,Team Overtime,#B0DAED,UDFA,San Antonio Spurs,SAS,19.07,80.75,"6'8.75""",87,"7'3""",6.25,221
Tevin Brown,2022,Guard,OVC,Murray State,#ECAC00,UDFA,Indiana Pacers,IND,23.74,75.75,"6'3.75""",78.25,"6'6.25""",2.5,175
John Butler Jr.,2022,Big,ACC,Florida State,#782F40,UDFA,New Orleans Pelicans,NOP,19.54,83.75,"6'11.75""",86.25,"7'2.25""",2.5,174
Julian Champagnie,2022,Wing,Big East,St. John's,#BA0C2F,UDFA,Philadelphia 76ers,PHI,20.97,78.25,"6'6.25""",82,"6'10""",3.75,212
Kofi Cockburn,2022,Big,Big 10,Illinois,#E84A27,UDFA,Utah Jazz,UTA,22.8,83,"6'11""",88.25,"7'4.25""",5.25,293
Keon Ellis,2022,Guard,SEC,Alabama,#9E1B32,UDFA,Sacramento Kings,SAC,22.44,75.5,"6'3.5""",80.5,"6'8.5""",5,167
Jordan Hall,2022,Guard,A-10,Saint Joseph's,#9E1B32,UDFA,San Antonio Spurs,SAS,20.43,79.25,"6'7.25""",81,"6'9""",1.75,210
Ron Harper Jr.,2022,Wing,Big 10,Rutgers,#CC0033,UDFA,Toronto Raptors,TOR,22.19,76,"6'4""",85.25,"7'1.25""",9.25,240
Johnny Juzang,2022,Wing,PAC 12,UCLA,#2D68C4,UDFA,Utah Jazz,UTA,21.09,77.25,"6'5.25""",83,"6'11""",5.75,209
Kenneth Lofton Jr.,2022,Big,C-USA,Louisiana Tech,#003087,UDFA,Memphis Grizzlies,MEM,19.85,78,"6'6""",83,"6'11""",5,275
Orlando Robinson,2022,Big,Mountain West,Fresno State,#DB0032,UDFA,Miami Heat,MIA,21.94,81.75,"6'9.75""",88,"7'4""",6.25,244
Dereon Seabron,2022,Wing,ACC,NC State,#CC0000,UDFA,New Orleans Pelicans,NOP,22.07,76.75,"6'4.75""",80.75,"6'8.75""",4,182
Trevion Williams,2022,Big,Big 10,Purdue,#CEB888,UDFA,Boston Celtics,BOS,21.76,79.75,"6'7.75""",86.75,"7'2.75""",7,265
Jared Rhoden,2022,Wing,Big East,Seton Hall,#004488,UDFA,Portland Trail Blazers,POR,22.83,76.5,"6'4.5""",83,"6'11""",6.5,200
Cade Cunningham,2021,Guard,Big 12,Oklahoma State,#FF7300,1,Detroit Pistons,DET,19.73,78,"6'6""",84.25,"7'0.25""",6.25,220
Jalen Green,2021,Guard,G League,G League Ignite,#8C2A93,2,Houston Rockets,HOU,19.36,76,"6'4""",79.5,"6'7.5""",3.5,178
Evan Mobley,2021,Big,PAC 12,USC,#990000,3,Cleveland Cavaliers,CLE,20,83,"6'11""",88,"7'4""",5,215
Scottie Barnes,2021,Wing,ACC,Florida State,#782F40,4,Toronto Raptors,TOR,19.88,79,"6'7""",86.75,"7'2.75""",7.75,225
Jalen Suggs,2021,Guard,WCC,Gonzaga,#C8102E,5,Orlando Magic,ORL,19.99,75.5,"6'3.5""",77.5,"6'5.5""",2,205
Josh Giddey,2021,Guard,Aus. NBL,Adelaide,#DA3739,6,Oklahoma City Thunder,OKC,18.69,80,"6'8""",79.5,"6'7.5""",-0.5,205
Jonathan Kuminga,2021,Wing,G League,G League Ignite,#8C2A93,7,Golden State Warriors,GSW,18.7,79,"6'7""",83.25,"6'11.25""",4.25,210
Franz Wagner,2021,Wing,Big 10,Michigan,#FFCB05,8,Orlando Magic,ORL,19.81,81,"6'9""",83.5,"6'11.5""",2.5,205
Davion Mitchell,2021,Guard,Big 12,Baylor,#154734,9,Sacramento Kings,SAC,22.79,73.25,"6'1.25""",76.25,"6'4.25""",3,202
Ziaire Williams,2021,Wing,PAC 12,Stanford,#8C1515,10,Memphis Grizzlies,MEM,19.77,80.25,"6'8.25""",82.25,"6'10.25""",2,188
James Bouknight,2021,Guard,Big East,UConn,#E4002B,11,Charlotte Hornets,CHA,20.75,75.5,"6'3.5""",80.25,"6'8.25""",4.75,190
Joshua Primo,2021,Guard,SEC,Alabama,#9E1B32,12,San Antonio Spurs,SAS,18.48,76,"6'4""",81.25,"6'9.25""",5.25,189
Chris Duarte,2021,Wing,PAC 12,Oregon,#154733,13,Indiana Pacers,IND,24.01,77,"6'5""",79,"6'7""",2,190
Moses Moody,2021,Wing,SEC,Arkansas,#9D2235,14,Golden State Warriors,GSW,19.05,76.5,"6'4.5""",84.75,"7'0.75""",8.25,211
Corey Kispert,2021,Wing,WCC,Gonzaga,#C8102E,15,Washington Wizards,WAS,22.3,78,"6'6""",79,"6'7""",1,224
Alperen Sengun,2021,Big,Turkish BSL,Beşiktaş,#D4342F,16,Houston Rockets,HOU,18.9,82,"6'10""",84.5,"7'0.5""",2.5,240
Trey Murphy III,2021,Wing,ACC,Virginia,#F84C1E,17,New Orleans Pelicans,NOP,21,79.5,"6'7.5""",84,"7'0""",4.5,206
Tre Mann,2021,Guard,SEC,Florida,#FA4616,18,Oklahoma City Thunder,OKC,20.37,75.25,"6'3.25""",76,"6'4""",0.75,178
Kai Jones,2021,Big,Big 12,Texas,#BF5700,19,Charlotte Hornets,CHA,20.42,82,"6'10""",85.75,"7'1.75""",3.75,221
Jalen Johnson,2021,Wing,ACC,Duke,#003087,20,Atlanta Hawks,ATL,19.5,79.75,"6'7.75""",84.25,"7'0.25""",4.5,210
Keon Johnson,2021,Guard,SEC,Tennessee,#FF8200,21,Los Angeles Clippers,LAC,19.28,75.5,"6'3.5""",79.25,"6'7.25""",3.75,185
Isaiah Jackson,2021,Big,SEC,Kentucky,#0033A0,22,Indiana Pacers,IND,19.44,81.5,"6'9.5""",86.25,"7'2.25""",4.75,206
Usman Garuba,2021,Big,Spanish ACB,Real Madrid,#FEBE10,23,Houston Rockets,HOU,19.28,80,"6'8""",86,"7'2""",6,229
Josh Christopher,2021,Guard,PAC 12,Arizona State,#8C1D40,24,Houston Rockets,HOU,19.53,75.25,"6'3.25""",81.25,"6'9.25""",6,215
Quentin Grimes,2021,Wing,American,Houston,#C8102E,25,New York Knicks,NYK,21.12,76,"6'4""",80,"6'8""",4,205
Bones Hyland,2021,Guard,A-10,VCU,#FFB300,26,Denver Nuggets,DEN,20.76,74,"6'2""",81.25,"6'9.25""",7.25,169
Cam Thomas,2021,Guard,SEC,LSU,#461D7C,27,Brooklyn Nets,BKN,19.68,75,"6'3""",78.5,"6'6.5""",3.5,210
Jaden Springer,2021,Guard,SEC,Tennessee,#FF8200,28,Philadelphia 76ers,PHI,18.73,75,"6'3""",79.75,"6'7.75""",4.75,202
Day'Ron Sharpe,2021,Big,ACC,North Carolina,#7BAFD4,29,Brooklyn Nets,BKN,19.62,81,"6'9""",84,"7'0""",3,265
Santi Aldama,2021,Wing,Patriot League,Loyola,#00694E,30,Memphis Grizzlies,MEM,20.44,82.75,"6'10.75""",83,"6'11""",0.25,224
Isaiah Todd,2021,Wing,G League,G League Ignite,#8C2A93,31,Washington Wizards,WAS,19.67,80.75,"6'8.75""",85.25,"7'1.25""",4.5,219
Jeremiah Robinson-Earl,2021,Big,Big East,Villanova,#13B5EA,32,Oklahoma City Thunder,OKC,20.62,79.75,"6'7.75""",81.75,"6'9.75""",2,242
Jason Preston,2021,Guard,MAC,Ohio,#00694E,33,Los Angeles Clippers,LAC,21.86,75,"6'3""",80.5,"6'8.5""",5.5,181
Rokas Jokubaitis,2021,Guard,Lithuanian LKL,BC Žalgiris,#387F44,34,New York Knicks,NYK,20.58,76,"6'4""",81,"6'9""",5,194
Herb Jones,2021,Wing,SEC,Alabama,#9E1B32,35,New Orleans Pelicans,NOP,22.7,78,"6'6""",84.25,"7'0.25""",6.25,206
Miles McBride,2021,Guard,Big 12,West Virginia,#EAAA00,36,New York Knicks,NYK,20.78,73,"6'1""",80.75,"6'8.75""",7.75,195
JT Thor,2021,Big,SEC,Auburn,#E87722,37,Charlotte Hornets,CHA,18.81,80.5,"6'8.5""",87.25,"7'3.25""",6.75,203
Ayo Dosunmu,2021,Guard,Big 10,Illinois,#E84A27,38,Chicago Bulls,CHI,21.42,75.5,"6'3.5""",82.25,"6'10.25""",6.75,194
Neemias Queta,2021,Big,Mountain West,Utah State,#8A8D8F,39,Sacramento Kings,SAC,21.93,83.25,"6'11.25""",88,"7'4""",4.75,248
Jared Butler,2021,Guard,Big 12,Baylor,#154734,40,Utah Jazz,UTA,20.82,75.75,"6'3.75""",76,"6'4""",0.25,193
Joe Wieskamp,2021,Wing,Big 10,Iowa,#FFCD00,41,San Antonio Spurs,SAS,21.82,77.25,"6'5.25""",83,"6'11""",5.75,205
Isaiah Livers,2021,Wing,Big 10,Michigan,#FFCB05,42,Detroit Pistons,DET,22.89,77.75,"6'5.75""",81.25,"6'9.25""",3.5,232
Greg Brown III,2021,Wing,Big 12,Texas,#BF5700,43,Portland Trail Blazers,POR,19.8,79.25,"6'7.25""",84.25,"7'0.25""",5,206
Kessler Edwards,2021,Wing,WCC,Pepperdine,#EE7624,44,Brooklyn Nets,BKN,21.86,79,"6'7""",83.25,"6'11.25""",4.25,203
Juhann Begarin,2021,Guard,French LNB Élite,Paris Basketball,#1D49F5,45,Boston Celtics,BOS,18.87,76.75,"6'4.75""",83.75,"6'11.75""",7,214
Dalano Banton,2021,Guard,Big 10,Nebraska,#E41C38,46,Toronto Raptors,TOR,21.61,79.75,"6'7.75""",82.25,"6'10.25""",2.5,194
David Johnson,2021,Guard,ACC,Louisville,#AD0000,47,Toronto Raptors,TOR,20.31,75.25,"6'3.25""",82.5,"6'10.5""",7.25,203
Sharife Cooper,2021,Guard,SEC,Auburn,#E87722,48,Atlanta Hawks,ATL,20.02,72,"6'0""",73,"6'1""",1,185
Marcus Zegarowski,2021,Guard,Big East,Creighton,#005CA9,49,Brooklyn Nets,BKN,22.88,72.75,"6'0.75""",74.75,"6'2.75""",2,181
Filip Petrusev,2021,Big,Adriatic ABA,KK Mega Basket,#CB2F6D,50,Philadelphia 76ers,PHI,21.18,83,"6'11""",84,"7'0""",1,225
Brandon Boston Jr.,2021,Wing,SEC,Kentucky,#0033A0,51,Los Angeles Clippers,LAC,19.56,77.75,"6'5.75""",82.75,"6'10.75""",5,188
Luka Garza,2021,Big,Big 10,Iowa,#FFCD00,52,Detroit Pistons,DET,22.48,82,"6'10""",85.5,"7'1.5""",3.5,243
Charles Bassey,2021,Big,C-USA,Western Kentucky,#C60C30,53,Philadelphia 76ers,PHI,20.64,81.25,"6'9.25""",87,"7'3""",5.75,230
Sandro Mamukelashvili,2021,Big,Big East,Seton Hall,#004488,54,Milwaukee Bucks,MIL,22.07,81,"6'9""",85.25,"7'1.25""",4.25,240
Aaron Wiggins,2021,Wing,Big 10,Maryland,#E03A3E,55,Oklahoma City Thunder,OKC,22.46,76.5,"6'4.5""",81.75,"6'9.75""",5.25,190
Scottie Lewis,2021,Wing,SEC,Florida,#FA4616,56,Charlotte Hornets,CHA,21.27,76,"6'4""",84,"7'0""",8,188
Balsa Koprivica,2021,Big,ACC,Florida State,#782F40,57,Detroit Pistons,DET,21.13,83.75,"6'11.75""",87.25,"7'3.25""",3.5,252
Jericho Sims,2021,Big,Big 12,Texas,#BF5700,58,New York Knicks,NYK,22.66,81,"6'9""",87.25,"7'3.25""",6.25,250
RaiQuan Gray,2021,Big,ACC,Florida State,#782F40,59,Brooklyn Nets,BKN,22.2,78.5,"6'6.5""",82.75,"6'10.75""",4.25,269
Georgios Kalaitzakis,2021,Wing,Greek GBL,Panathinaikos,#347843,60,Milwaukee Bucks,MIL,22.46,79,"6'7""",83,"6'11""",4,205
Joel Ayayi,2021,Guard,WCC,Gonzaga,#C8102E,UDFA,Los Angeles Lakers,LAL,21.29,77,"6'5""",79,"6'7""",2,180
David Duke Jr.,2021,Guard,Big East,Providence,#8A8D8F,UDFA,Brooklyn Nets,BKN,21.68,76.25,"6'4.25""",80.75,"6'8.75""",4.5,204
Aaron Henry,2021,Wing,Big 10,Michigan State,#18453B,UDFA,Philadelphia 76ers,PHI,21.8,76.5,"6'4.5""",82.75,"6'10.75""",6.25,210
Jay Huff,2021,Big,ACC,Virginia,#F84C1E,UDFA,Washington Wizards,WAS,22.82,84.5,"7'0.5""",86.25,"7'2.25""",1.75,234
Matthew Hurt,2021,Wing,ACC,Duke,#003087,UDFA,Houston Rockets,HOU,21.16,80.5,"6'8.5""",81.5,"6'9.5""",1,232
A.J. Lawson,2021,Guard,SEC,South Carolina,#73000A,UDFA,Atlanta Hawks,ATL,20.93,77.5,"6'5.5""",78.75,"6'6.75""",1.25,179
Daishen Nix,2021,Guard,G League,G League Ignite,#8C2A93,UDFA,Philadelphia 76ers,PHI,19.35,75,"6'3""",78.75,"6'6.75""",3.75,226
Yves Pons,2021,Wing,SEC,Tennessee,#FF8200,UDFA,Memphis Grizzlies,MEM,22.12,77.5,"6'5.5""",84.75,"7'0.75""",7.25,206
Austin Reaves,2021,Guard,Big 12,Oklahoma,#841617,UDFA,Los Angeles Lakers,LAL,23.06,76.5,"6'4.5""",78.25,"6'6.25""",1.75,197
Trendon Watford,2021,Wing,SEC,LSU,#461D7C,UDFA,Portland Trail Blazers,POR,20.61,79.75,"6'7.75""",86.25,"7'2.25""",6.5,237
McKinley Wright IV,2021,Guard,PAC 12,Colorado,#CFB87C,UDFA,Minnesota Timberwolves,MIN,22.65,71.25,"5'11.25""",77.25,"6'5.25""",6,192
Duane Washington Jr.,2021,Guard,Big 10,Ohio State,#BB0000,UDFA,Indiana Pacers,IND,21.25,74.25,"6'2.25""",79.75,"6'7.75""",5.5,197
Sam Hauser,2021,Wing,ACC,Virginia,#F84C1E,UDFA,Boston Celtics,BOS,23.54,78.75,"6'6.75""",81.25,"6'9.25""",2.5,217
Jose Alvarado,2021,Guard,ACC,Georgia Tech,#B3A369,UDFA,New Orleans Pelicans,NOP,23.19,71,"5'11""",73,"6'1""",2,175
Mac McClung,2021,Guard,Big 12,Texas Tech,#CC0000,UDFA,Los Angeles Lakers,LAL,21.47,73.25,"6'1.25""",74.25,"6'2.25""",1,179
Micah Potter,2021,Big,Big 10,Wisconsin,#C5050C,UDFA,Miami Heat,MIA,23.22,81,"6'9""",85,"7'1""",4,248
Anthony Edwards,2020,Guard,SEC,Georgia,#BA0C2F,1,Minnesota Timberwolves,MIN,18.87,75,"6'3""",81,"6'9""",6,225
James Wiseman,2020,Big,American,Memphis,#003087,2,Golden State Warriors,GSW,19.22,83.5,"6'11.5""",89,"7'5""",5.5,237
LaMelo Ball,2020,Guard,Aus. NBL,Illawarra,#A52119,3,Charlotte Hornets,CHA,18.82,78,"6'6""",80,"6'8""",2,190
Patrick Williams,2020,Wing,ACC,Florida State,#782F40,4,Chicago Bulls,CHI,18.87,79,"6'7""",83,"6'11""",4,225
Isaac Okoro,2020,Wing,SEC,Auburn,#E87722,5,Cleveland Cavaliers,CLE,19.39,77,"6'5""",80.5,"6'8.5""",3.5,225
Onyeka Okongwu,2020,Big,PAC 12,USC,#990000,6,Atlanta Hawks,ATL,19.52,80.25,"6'8.25""",86,"7'2""",5.75,245
Killian Hayes,2020,Guard,German BBL,Ratiopharm Ulm,#D74F37,7,Detroit Pistons,DET,18.9,76.75,"6'4.75""",80,"6'8""",3.25,187
Obi Toppin,2020,Wing,A-10,Dayton,#CE1141,8,New York Knicks,NYK,22.29,80.75,"6'8.75""",86,"7'2""",5.25,220
Deni Avdija,2020,Wing,Israeli BSL,Maccabi Tel Aviv,#FFF100,9,Washington Wizards,WAS,19.46,80.75,"6'8.75""",80.5,"6'8.5""",-0.25,215
Jalen Smith,2020,Big,Big 10,Maryland,#E03A3E,10,Phoenix Suns,PHX,20.26,81.25,"6'9.25""",86.25,"7'2.25""",5,225
Devin Vassell,2020,Wing,ACC,Florida State,#782F40,11,San Antonio Spurs,SAS,19.82,77,"6'5""",82,"6'10""",5,194
Tyrese Haliburton,2020,Guard,Big 12,Iowa State,#C8102E,12,Sacramento Kings,SAC,20.3,76.75,"6'4.75""",79.75,"6'7.75""",3,175
Kira Lewis Jr.,2020,Guard,SEC,Alabama,#9E1B32,13,New Orleans Pelicans,NOP,19.2,72.75,"6'0.75""",77,"6'5""",4.25,180
Aaron Nesmith,2020,Wing,SEC,Vanderbilt,#866D4B,14,Boston Celtics,BOS,20.67,77,"6'5""",82,"6'10""",5,213
Cole Anthony,2020,Guard,ACC,North Carolina,#7BAFD4,15,Orlando Magic,ORL,20.1,74,"6'2""",76.5,"6'4.5""",2.5,184
Isaiah Stewart,2020,Big,PAC 12,Washington,#4B2E83,16,Detroit Pistons,DET,19.08,79.25,"6'7.25""",88.75,"7'4.75""",9.5,243
Aleksej Pokusevski,2020,Big,Greek A2,Olympiacos B,#D0061F,17,Oklahoma City Thunder,OKC,18.48,83.5,"6'11.5""",87,"7'3""",3.5,201
Josh Green,2020,Wing,PAC 12,Arizona,#CC0033,18,Dallas Mavericks,DAL,19.59,76.5,"6'4.5""",81.75,"6'9.75""",5.25,214
Saddiq Bey,2020,Wing,Big East,Villanova,#13B5EA,19,Detroit Pistons,DET,21.19,79,"6'7""",83,"6'11""",4,216
Precious Achiuwa,2020,Big,American,Memphis,#003087,20,Miami Heat,MIA,20.75,79.5,"6'7.5""",84.75,"7'0.75""",5.25,234
Tyrese Maxey,2020,Guard,SEC,Kentucky,#0033A0,21,Philadelphia 76ers,PHI,19.62,74,"6'2""",79,"6'7""",5,198
Zeke Nnaji,2020,Big,PAC 12,Arizona,#CC0033,22,Denver Nuggets,DEN,19.44,81.5,"6'9.5""",86,"7'2""",4.5,247
Leandro Bolmaro,2020,Wing,Spanish Segunda FEB,Barcelona B,#004D98,23,Minnesota Timberwolves,MIN,19.77,78,"6'6""",79,"6'7""",1,180
R.J. Hampton,2020,Guard,Aus. NBL,New Zealand,#DA73A4,24,Denver Nuggets,DEN,19.36,75.75,"6'3.75""",79,"6'7""",3.25,188
Immanuel Quickley,2020,Guard,SEC,Kentucky,#0033A0,25,New York Knicks,NYK,21.01,74,"6'2""",80.25,"6'8.25""",6.25,186
Payton Pritchard,2020,Guard,PAC 12,Oregon,#154733,26,Boston Celtics,BOS,22.39,73,"6'1""",76,"6'4""",3,190
Udoka Azubuike,2020,Big,Big 12,Kansas,#0051BA,27,Utah Jazz,UTA,20.75,82,"6'10""",91.25,"7'7.25""",9.25,260
Jaden McDaniels,2020,Wing,PAC 12,Washington,#4B2E83,28,Minnesota Timberwolves,MIN,19.72,81,"6'9""",83,"6'11""",2,184
Malachi Flynn,2020,Guard,Mountain West,San Diego State,#A6192E,29,Toronto Raptors,TOR,22.11,73,"6'1""",75,"6'3""",2,185
Desmond Bane,2020,Wing,Big 12,TCU,#4D1979,30,Memphis Grizzlies,MEM,21.98,77,"6'5""",76.25,"6'4.25""",-0.75,215
Tyrell Terry,2020,Guard,PAC 12,Stanford,#8C1515,31,Dallas Mavericks,DAL,19.72,73.5,"6'1.5""",73.75,"6'1.75""",0.25,170
Vernon Carey Jr.,2020,Big,ACC,Duke,#003087,32,Charlotte Hornets,CHA,19.31,81,"6'9""",85,"7'1""",4,270
Daniel Oturu,2020,Big,Big 10,Minnesota,#7A0019,33,Los Angeles Clippers,LAC,20.75,82,"6'10""",87,"7'3""",5,240
Theo Maledon,2020,Guard,French LNB Élite,ASVEL,#626262,34,Philadelphia 76ers,PHI,19.02,76,"6'4""",80.75,"6'8.75""",4.75,187
Xavier Tillman,2020,Big,Big 10,Michigan State,#18453B,35,Memphis Grizzlies,MEM,21.43,79.5,"6'7.5""",86,"7'2""",6.5,267
Tyler Bey,2020,Wing,PAC 12,Colorado,#CFB87C,36,Dallas Mavericks,DAL,22.35,78,"6'6""",85.25,"7'1.25""",7.25,213
Vit Krejci,2020,Wing,Spanish ACB,Basket Zaragoza,#AB2734,37,Oklahoma City Thunder,OKC,20,80,"6'8""",84,"7'0""",4,195
Saben Lee,2020,Guard,SEC,Vanderbilt,#866D4B,38,Detroit Pistons,DET,20.99,74,"6'2""",81,"6'9""",7,183
Elijah Hughes,2020,Wing,ACC,Syracuse,#F76900,39,Utah Jazz,UTA,22.28,76.75,"6'4.75""",79.5,"6'7.5""",2.75,229
Robert Woodard II,2020,Wing,SEC,Mississippi State,#660000,40,Sacramento Kings,SAC,20.74,77.5,"6'5.5""",86,"7'2""",8.5,230
Tre Jones,2020,Guard,ACC,Duke,#003087,41,San Antonio Spurs,SAS,20.44,73,"6'1""",76,"6'4""",3,185
Nick Richards,2020,Big,SEC,Kentucky,#0033A0,42,Charlotte Hornets,CHA,22.55,82.5,"6'10.5""",86.25,"7'2.25""",3.75,242
Jahmi'us Ramsey,2020,Guard,Big 12,Texas Tech,#CC0000,43,Sacramento Kings,SAC,19.03,74.5,"6'2.5""",78,"6'6""",3.5,193
